id,sector,region,nivel_educacion,tipo_negocio,estado_civil_inicio,edad_inicio,anos_primer_millon,anos_trayectoria_total,capital_inicial_usd,patrimonio_m_usd,roi_anualizado_pct,horas_sem_pico,sacrificio_familia,sacrificio_salud,sacrificio_amor_pareja,sacrificio_amigos,sacrificio_ocio_hobbies,sacrificio_sueno,sacrificio_total,score_disciplina,score_conocimiento,score_red_contactos,score_vision,score_resiliencia,divorcios_num,hijos_num,sueno_horas_noche,ejercicio_dias_sem,empleos_generados,score_exito,bienestar_psicologico,satisfaccion_vida,attr_disciplina_pct,attr_oportunidad_pct,attr_conocimiento_pct,attr_red_pct,attr_trabajo_duro_pct,attr_vision_pct,attr_suerte_pct,attr_capital_inicial_pct
SUJ-2108,Servicios,Bucaramanga,Técnico,E-commerce,Unión libre,29,12,23,1729,1.08,26.0,68,5.2,5.8,8.5,6.3,7.7,7.2,6.78,7.4,34,9.5,7.0,8.2,0,2,4.9,0.5,27,18.7,60,64,16.7,27.4,7.0,12.6,15.0,13.2,4.5,3.6
SUJ-2109,Finanzas,Bucaramanga,Técnico,Empresa familiar,Soltero,24,4,14,5615,6.61,63.8,72,7.4,4.6,6.6,5.8,8.3,6.8,6.58,6.0,24,3.3,9.2,5.5,2,1,4.8,0.2,27,38.4,55,59,38.9,22.6,10.3,4.7,8.7,10.7,0.0,4.1
SUJ-2110,Salud/Farma,Buenos Aires,Posgrado,E-commerce,Soltero,31,5,9,11198,1.38,7.9,67,6.7,7.1,6.6,4.3,6.5,5.5,6.12,7.6,16,5.7,7.4,7.6,0,5,5.7,3.6,13,18.6,56,61,28.9,14.3,14.4,13.6,14.3,7.1,5.9,1.5
SUJ-2111,Tecnología,São Paulo,Universitario,Holding,Casado,23,6,12,4548,1.69,60.8,76,7.4,8.0,5.5,5.7,8.6,8.3,7.25,7.6,29,7.0,5.8,10.0,0,0,4.4,3.0,145,29.8,45,63,22.2,30.6,6.0,10.7,14.8,8.9,5.3,1.5
SUJ-2112,Tecnología,Monterrey,Maestría,Franquicia,Casado,24,1,7,500,1.9,47.4,49,7.2,4.9,5.7,4.2,6.2,6.0,5.7,10.0,23,6.8,6.6,7.8,0,0,3.9,0.0,7,26.6,59,79,21.7,19.4,15.8,12.0,18.9,8.9,0.5,2.8
SUJ-2113,Tecnología,Bucaramanga,Universitario,Empresa propia,Casado,21,10,17,945,5.91,64.3,56,7.0,5.3,8.0,6.2,8.6,6.4,6.92,9.8,21,5.2,6.7,9.2,0,1,5.0,0.0,361,41.6,43,62,33.8,9.9,12.7,14.8,16.9,7.6,3.0,1.3
SUJ-2114,Servicios,Caracas,Universitario,Startup escalada,Soltero,34,3,11,7372,3.05,27.3,58,6.5,5.2,9.1,5.7,7.9,4.0,6.4,6.1,14,9.8,6.3,8.5,1,2,4.7,5.0,7,22.8,48,57,31.7,18.4,19.3,8.9,7.0,8.8,3.3,2.6
SUJ-2115,Manufactura,São Paulo,Posgrado,Empresa propia,Casado,25,9,15,2683,6.1,19.0,69,5.5,6.2,8.3,5.1,8.7,5.6,6.57,8.1,21,5.1,8.7,5.4,2,3,5.5,4.9,8,24.5,64,66,26.7,26.3,12.7,8.7,9.9,4.7,7.3,3.7
SUJ-2116,Tecnología,Santiago,Universitario,Holding,Soltero,29,5,7,1186,1.08,51.1,97,8.0,8.4,8.5,6.3,10.0,10.0,8.53,6.6,6,4.5,6.7,8.7,0,2,5.0,1.5,53,27.2,37,62,20.7,19.9,9.0,22.1,13.4,7.4,7.0,0.5
SUJ-2117,Retail/Comercio,Cali,Universitario,Empresa propia,Soltero,22,5,11,3322,2.38,4.0,80,9.1,6.2,8.5,6.8,9.7,7.6,7.98,6.1,37,5.8,7.7,8.6,4,4,4.3,1.2,1,16.7,38,47,15.3,13.7,23.0,18.5,17.1,6.8,3.8,1.8
SUJ-2118,Manufactura,Cali,Posgrado,Startup escalada,Soltero,31,2,7,1794,1.41,37.0,49,5.9,5.7,4.8,5.3,4.4,6.3,5.4,8.3,7,3.7,8.1,8.0,0,4,4.5,3.3,10,21.5,60,63,26.6,23.9,9.9,17.8,12.2,4.5,3.4,1.7
SUJ-2119,Tecnología,CDMX,Maestría,Empresa propia,Soltero,30,12,15,500,3.23,79.0,75,9.2,6.7,7.6,7.3,9.4,6.4,7.77,6.8,30,2.5,9.4,7.9,2,2,5.8,2.7,10,36.9,45,47,13.3,22.5,16.7,21.9,2.7,14.2,7.3,1.4
SUJ-2120,Servicios,CDMX,Maestría,E-commerce,Soltero,17,13,22,1317,5.19,14.5,65,6.1,6.8,7.4,4.1,6.6,5.5,6.08,8.0,14,7.8,5.8,8.2,1,3,4.9,0.0,103,28.0,47,56,40.8,16.9,5.9,11.5,12.0,3.4,5.9,3.6
SUJ-2121,Inmuebles,Monterrey,Doctorado,E-commerce,Casado,26,10,16,17169,4.34,31.2,66,7.1,7.5,4.8,4.8,6.2,6.2,6.1,5.8,21,6.2,7.0,6.5,3,0,4.7,0.0,15,32.6,62,51,42.3,13.0,2.0,17.6,12.8,7.6,4.7,0.0
SUJ-2122,Retail/Comercio,Cali,Universitario,Franquicia,Soltero,26,8,10,500,1.0,50.4,62,6.4,5.6,7.5,5.9,7.1,6.5,6.5,9.6,31,5.1,7.7,6.5,0,0,4.8,1.1,63,29.2,60,67,28.4,10.2,18.1,11.5,17.0,6.2,6.1,2.5
SUJ-2123,Salud/Farma,CDMX,Maestría,Empresa propia,Casado,24,7,20,11892,1.0,4.0,69,8.2,6.5,7.6,4.7,8.5,7.6,7.18,7.1,34,8.4,9.4,5.8,2,2,4.9,1.5,4,18.8,50,57,5.6,10.1,25.7,20.4,21.2,11.5,4.5,1.0
SUJ-2124,Retail/Comercio,Bucaramanga,Universitario,Franquicia,Soltero,34,11,18,11201,3.76,35.5,48,8.0,5.4,4.4,4.5,9.1,5.5,6.15,4.9,43,6.5,7.0,6.8,1,0,5.5,2.5,5,30.4,56,62,21.2,23.0,17.7,15.1,4.2,8.3,7.9,2.6
SUJ-2125,Salud/Farma,CDMX,Posgrado,Empresa propia,Soltero,18,6,15,6645,7.95,50.1,71,6.8,6.3,4.3,5.8,5.8,7.8,6.13,8.6,35,5.5,7.7,6.4,1,4,3.0,2.8,4,35.9,68,59,18.7,22.9,14.5,14.8,17.4,6.8,4.9,-0.0
SUJ-2126,Manufactura,Medellín,Universitario,Franquicia,Soltero,23,12,22,1870,4.34,16.0,77,5.5,6.1,7.9,5.2,7.9,8.3,6.82,9.6,17,4.3,7.5,6.5,2,2,5.7,7.0,25,25.5,57,67,26.7,19.9,5.9,20.9,14.2,8.2,2.8,1.4
SUJ-2127,Manufactura,Monterrey,Doctorado,Empresa propia,Unión libre,20,3,7,16833,1.56,17.2,61,7.1,5.7,7.4,6.8,7.3,5.6,6.65,7.5,16,5.4,7.4,7.7,1,3,4.2,1.3,24,24.2,48,71,23.2,15.5,22.3,20.6,8.3,5.8,2.2,2.1
SUJ-2128,Tecnología,Lima,Maestría,E-commerce,Casado,32,10,18,5156,81.1,71.0,65,7.9,7.4,6.2,5.2,6.9,8.2,6.97,8.3,27,5.6,10.0,6.1,1,1,5.8,1.3,7,51.8,57,62,35.2,12.5,15.7,13.3,5.1,10.1,5.3,2.8
SUJ-2129,Servicios,Bogotá,Doctorado,Empresa propia,Unión libre,19,12,11,1521,1.47,6.8,56,3.9,2.0,5.5,3.7,9.6,5.3,5.0,6.5,24,8.2,9.7,10.0,1,0,4.2,1.8,13,23.6,48,52,21.4,22.0,10.6,23.8,10.1,5.5,3.8,2.8
SUJ-2130,Retail/Comercio,Barranquilla,Maestría,Empresa familiar,Casado,17,3,12,4483,5.25,40.5,67,6.0,6.9,7.6,6.6,8.3,5.7,6.85,4.7,20,4.7,8.8,5.8,2,0,5.4,2.4,43,35.5,38,55,34.1,9.7,11.7,14.5,14.2,12.0,2.2,1.6
SUJ-2131,Tecnología,São Paulo,Maestría,E-commerce,Casado,28,4,10,1734,1.97,57.7,74,7.1,6.6,6.5,7.9,8.1,7.8,7.33,8.1,11,6.6,9.3,7.6,1,1,5.4,0.7,19,31.7,40,74,35.4,10.5,20.0,10.1,10.3,7.1,4.4,2.2
SUJ-2132,Tecnología,Bogotá,Maestría,Empresa propia,Casado,25,7,15,3772,9.66,68.3,70,8.8,5.4,8.0,5.7,6.6,6.8,6.88,7.4,24,5.8,8.1,9.0,1,1,6.7,4.6,2,34.9,49,50,31.4,23.4,14.0,13.1,12.3,5.5,0.3,-0.0
SUJ-2133,Retail/Comercio,Bogotá,Universitario,Franquicia,Casado,32,8,14,5492,1.0,26.6,81,6.8,8.0,7.5,5.2,8.2,9.6,7.55,8.6,19,4.8,6.6,8.1,1,0,5.6,2.4,24,27.0,42,62,27.9,20.6,13.7,12.9,15.7,6.4,0.7,2.1
SUJ-2134,Retail/Comercio,Buenos Aires,Universitario,Startup escalada,Soltero,30,4,16,3569,3.54,49.9,85,8.2,5.6,8.5,4.8,10.0,8.0,7.52,6.3,33,6.7,8.7,7.1,2,7,5.1,3.8,5,25.9,46,54,35.9,15.5,11.4,7.9,14.7,7.9,6.7,-0.0
SUJ-2135,Inmuebles,Caracas,Universitario,Empresa propia,Casado,25,7,17,8561,1.0,26.3,64,4.4,5.2,7.1,5.1,6.8,5.7,5.72,6.9,37,6.9,5.3,8.0,1,2,4.3,1.8,95,22.2,57,66,38.5,22.2,10.1,7.5,8.9,7.6,3.6,1.6
SUJ-2136,Servicios,São Paulo,Bachillerato,Holding,Soltero,17,1,2,21980,4.12,4.0,69,7.8,7.7,9.2,8.7,8.6,6.5,8.08,7.3,10,4.8,9.7,9.4,1,2,4.5,3.9,10,25.6,42,49,20.7,21.7,23.1,8.1,7.5,13.7,3.0,2.2
SUJ-2137,Tecnología,Lima,Posgrado,E-commerce,Soltero,18,10,18,3423,1.41,30.8,57,4.7,2.7,6.5,5.4,7.4,6.4,5.52,8.0,21,5.0,6.6,7.7,3,2,5.3,4.7,12,25.3,52,67,30.9,23.8,15.3,6.7,8.1,9.9,5.3,-0.0
SUJ-2138,Inmuebles,CDMX,Posgrado,Empresa propia,Casado,17,10,15,3517,6.33,16.4,66,9.7,6.5,5.5,4.4,8.0,7.2,6.88,5.8,19,4.3,6.0,7.7,1,1,6.7,3.1,9,25.9,46,47,14.8,13.3,24.2,9.5,18.4,11.7,4.4,3.7
SUJ-2139,Tecnología,Caracas,Posgrado,Startup escalada,Soltero,25,12,20,10724,167.05,61.9,73,7.1,8.2,6.5,5.5,8.8,6.1,7.03,8.2,24,8.4,6.6,10.0,1,3,4.8,0.7,27,55.2,42,71,28.6,18.6,12.2,14.0,16.0,4.0,6.4,0.2
SUJ-2140,Servicios,Buenos Aires,Doctorado,Empresa propia,Soltero,22,9,17,6050,1.54,11.6,82,9.3,8.4,7.2,5.3,9.8,8.3,8.05,6.8,19,9.2,8.8,10.0,1,1,4.1,2.2,24,25.9,52,55,30.7,13.4,13.8,21.7,16.3,3.3,0.9,-0.1
SUJ-2141,Inmuebles,Bogotá,Maestría,Empresa propia,Soltero,24,5,8,4480,2.87,31.4,71,8.0,6.7,7.8,6.0,7.9,6.7,7.18,5.5,30,5.4,9.6,7.8,4,1,5.7,3.4,8,27.6,36,60,38.4,27.1,6.0,10.5,7.6,2.9,6.9,0.6
SUJ-2142,Retail/Comercio,São Paulo,Técnico,Startup escalada,Unión libre,27,3,9,13447,1.19,29.7,76,6.7,5.3,7.4,3.9,8.2,7.4,6.48,6.5,17,7.7,9.8,9.0,0,0,5.9,6.5,43,23.8,54,61,30.1,24.7,14.5,7.0,8.4,8.0,5.2,2.1
SUJ-2143,Inmuebles,Medellín,Universitario,Holding,Soltero,37,4,6,17733,1.0,20.9,54,7.3,6.1,5.8,5.0,6.5,5.5,6.03,6.6,32,4.4,7.8,8.3,1,1,6.0,2.0,8,15.8,55,54,15.3,27.6,17.7,16.7,8.4,6.2,6.9,1.2
SUJ-2144,Finanzas,Barranquilla,Universitario,Startup escalada,Soltero,29,6,17,7144,17.27,50.3,76,5.6,5.7,9.2,6.0,6.9,8.1,6.92,8.1,20,5.5,5.4,8.2,1,1,3.6,1.9,4,31.2,35,59,22.2,10.7,23.3,17.7,18.5,3.7,2.9,1.0
SUJ-2145,Retail/Comercio,Bogotá,Universitario,E-commerce,Unión libre,26,3,10,1637,2.54,41.6,61,6.5,5.3,7.6,7.0,8.6,7.2,7.03,7.5,28,7.8,8.2,8.4,0,3,6.1,0.0,25,28.6,40,49,27.6,15.0,17.1,7.4,18.0,7.5,5.1,2.3
SUJ-2146,Servicios,Cali,Maestría,Holding,Soltero,17,4,12,5023,1.0,22.6,93,9.9,7.6,8.4,7.7,8.2,9.1,8.48,9.4,10,5.0,8.3,8.8,4,0,5.4,6.4,33,27.0,46,61,33.7,15.8,10.4,16.6,14.6,4.2,2.8,1.9
SUJ-2147,Retail/Comercio,Lima,Posgrado,Startup escalada,Soltero,26,7,14,5615,1.82,41.3,97,9.1,6.4,10.0,8.6,8.2,10.0,8.72,6.5,21,5.3,10.0,5.8,1,3,6.0,2.7,1,24.6,40,46,27.7,21.4,13.7,13.3,8.5,7.1,5.7,2.6
SUJ-2148,Finanzas,Lima,Posgrado,Empresa propia,Soltero,31,1,3,4527,1.0,42.8,93,7.7,9.4,10.0,8.0,10.0,10.0,9.18,8.0,28,4.0,9.1,7.0,2,6,6.4,0.3,4,21.6,23,59,16.9,25.8,18.1,10.9,13.9,10.3,1.9,2.2
SUJ-2149,Retail/Comercio,Lima,Maestría,Startup escalada,Soltero,28,3,11,2435,1.0,32.1,60,8.3,5.3,5.1,5.2,8.2,6.9,6.5,6.5,24,5.1,5.8,6.5,2,2,6.0,0.0,56,24.2,36,61,29.3,15.3,23.2,18.3,2.3,7.7,3.9,0.0
SUJ-2150,Servicios,Monterrey,Maestría,E-commerce,Soltero,19,8,20,5114,1.0,23.5,81,7.9,6.8,7.1,7.0,8.7,9.1,7.77,6.5,10,7.3,5.7,7.2,1,3,4.8,2.0,39,18.1,52,45,32.5,14.2,16.4,14.1,7.2,11.1,4.5,-0.0
SUJ-2151,Finanzas,Monterrey,Técnico,Empresa propia,Soltero,23,8,9,4732,1.23,63.1,40,4.2,3.2,3.3,3.9,7.1,3.4,4.18,6.8,25,7.3,9.2,8.2,4,0,5.8,2.3,182,37.8,79,73,12.4,32.1,20.1,8.8,11.3,10.6,4.6,0.1
SUJ-2152,Tecnología,Bucaramanga,Maestría,E-commerce,Soltero,26,10,16,1880,6.37,58.3,87,7.4,6.4,10.0,5.1,8.9,8.5,7.72,6.5,0,4.8,5.9,8.4,0,5,6.6,3.1,3,30.2,36,59,27.6,17.4,15.3,8.2,10.3,12.0,7.4,1.8
SUJ-2153,Inmuebles,Santiago,Universitario,Empresa propia,Casado,23,7,16,18699,5.65,22.7,72,7.7,7.0,6.0,6.4,9.3,5.7,7.02,8.1,5,3.7,10.0,6.4,1,0,4.5,3.1,4,26.2,59,64,24.5,11.3,17.1,21.2,10.4,9.7,2.8,3.0
SUJ-2154,Servicios,Barranquilla,Universitario,Holding,Casado,22,7,10,17326,1.5,28.9,48,5.2,5.4,4.7,3.9,5.7,5.3,5.03,8.4,20,7.5,9.1,6.6,0,2,4.3,3.2,95,29.4,57,64,23.3,23.8,10.2,11.4,13.4,9.5,4.0,4.4
SUJ-2155,Tecnología,Buenos Aires,Bachillerato,E-commerce,Casado,17,9,18,11404,6.5,39.0,80,7.9,10.0,10.0,8.4,9.4,7.5,8.87,5.9,10,2.3,7.0,6.8,1,1,5.5,0.9,12,26.6,40,47,22.2,22.3,16.7,17.6,8.8,10.6,1.9,-0.1
SUJ-2156,Finanzas,Caracas,Universitario,Empresa familiar,Soltero,21,7,13,4099,1.23,53.8,68,9.0,5.6,8.2,4.4,7.8,7.0,7.0,5.3,22,8.0,7.7,5.2,0,3,5.3,3.5,48,32.7,32,42,16.4,23.7,6.2,25.7,14.2,6.8,4.6,2.4
SUJ-2157,Tecnología,Caracas,Universitario,Empresa propia,Soltero,27,3,7,3700,1.0,52.0,68,9.0,5.4,6.5,3.7,6.1,6.4,6.18,8.5,7,9.5,5.7,6.2,1,3,4.9,2.6,8,19.7,49,66,28.6,22.0,28.8,6.4,3.2,3.0,5.0,3.0
SUJ-2158,Finanzas,Caracas,Universitario,E-commerce,Casado,31,4,2,10083,2.43,50.2,79,8.3,8.2,7.7,7.2,8.0,7.7,7.85,8.2,42,8.5,7.6,7.6,3,0,5.6,0.0,6,25.1,38,67,34.9,20.1,15.1,5.3,12.6,8.1,3.9,-0.0
SUJ-2159,Retail/Comercio,CDMX,Posgrado,Empresa propia,Soltero,26,13,19,7494,6.3,27.8,86,9.5,8.3,5.8,3.5,8.9,9.0,7.5,9.8,15,7.2,6.8,7.3,0,2,5.5,1.5,17,34.2,34,74,28.6,12.7,15.4,8.7,16.9,11.2,3.7,2.8
SUJ-2160,Inmuebles,Bogotá,Maestría,E-commerce,Casado,32,19,25,7342,1.63,23.2,76,5.9,6.1,7.4,7.2,8.8,6.7,7.02,6.7,35,6.7,7.9,6.6,0,3,4.6,4.0,51,21.7,48,50,26.8,15.7,15.8,16.7,13.3,7.0,0.5,4.2
SUJ-2161,Manufactura,Santiago,Universitario,Holding,Soltero,25,9,20,1060,1.64,14.5,41,5.0,4.5,5.2,4.9,5.5,4.8,4.98,7.6,23,5.4,7.0,9.9,1,3,5.4,3.6,5,18.9,67,62,32.9,22.0,11.4,12.0,8.9,9.2,0.1,3.5
SUJ-2162,Manufactura,CDMX,Bachillerato,Holding,Casado,20,3,10,7704,10.78,39.9,76,8.3,8.5,6.0,5.5,6.6,8.1,7.17,7.4,22,4.9,8.2,9.3,2,1,6.4,3.7,10,33.7,51,64,29.4,21.3,22.7,15.6,6.3,1.0,1.9,1.8
SUJ-2163,Finanzas,Buenos Aires,Maestría,Startup escalada,Soltero,23,14,18,18571,422.0,74.5,58,6.8,3.7,6.5,4.4,6.0,5.7,5.52,9.0,19,5.6,9.3,8.0,2,2,4.3,5.5,20,64.8,62,67,8.0,23.6,16.3,20.1,16.1,10.4,2.6,2.9
SUJ-2164,Servicios,Caracas,Bachillerato,Startup escalada,Soltero,28,5,6,717,1.0,25.9,79,7.4,5.8,10.0,4.8,10.0,6.6,7.43,8.7,31,3.4,5.9,10.0,1,1,5.5,4.6,6,17.3,56,68,35.3,16.1,17.7,7.1,14.6,5.6,3.5,0.1
SUJ-2165,Retail/Comercio,Santiago,Doctorado,Empresa propia,Casado,24,8,17,3314,1.25,28.8,77,6.8,7.1,9.6,5.0,8.2,7.8,7.42,7.2,29,2.0,6.3,2.8,1,1,4.5,1.5,283,25.4,44,66,36.2,23.1,15.1,8.8,9.7,2.1,3.7,1.3
SUJ-2166,Salud/Farma,CDMX,Posgrado,Empresa propia,Casado,22,7,13,5690,8.88,9.5,68,7.3,5.1,9.1,5.7,6.3,8.0,6.92,7.6,22,4.4,10.0,5.8,2,2,6.3,1.2,33,34.8,46,62,30.5,15.6,19.6,13.9,7.8,7.8,3.0,1.8
SUJ-2167,Manufactura,Medellín,Universitario,Holding,Soltero,17,7,12,9267,1.0,4.0,70,8.6,5.3,6.6,6.3,9.1,7.7,7.27,7.2,23,5.7,9.4,4.3,2,3,3.8,2.2,27,23.6,52,63,23.9,24.1,14.5,14.1,10.6,6.5,3.5,2.8
SUJ-2168,Tecnología,Monterrey,Universitario,E-commerce,Unión libre,20,5,9,751,1.75,29.9,47,7.0,6.1,4.8,3.6,5.8,4.5,5.3,4.0,36,4.3,5.4,8.4,0,0,6.6,3.1,7,23.0,65,42,29.6,24.4,15.7,6.1,9.5,10.5,2.0,2.2
SUJ-2169,Manufactura,Buenos Aires,Bachillerato,Empresa propia,Soltero,23,12,22,16496,8.98,32.2,93,9.3,8.2,9.6,6.5,10.0,8.5,8.68,6.8,22,5.7,6.7,7.7,2,1,5.0,0.0,10,27.9,31,47,15.8,24.7,14.5,17.4,11.6,8.1,7.8,0.1
SUJ-2170,Finanzas,Caracas,Universitario,E-commerce,Soltero,22,6,17,500,2.04,23.2,76,9.0,6.4,6.7,6.2,7.7,7.0,7.17,5.9,22,6.5,10.0,9.1,1,1,5.0,0.0,5,23.9,39,53,28.2,18.1,11.7,9.5,16.3,9.2,4.2,2.8
SUJ-2171,Manufactura,São Paulo,Técnico,Franquicia,Casado,20,9,13,15597,1.51,34.0,75,6.5,5.4,8.4,6.9,7.5,5.9,6.77,5.7,12,9.5,9.4,5.7,1,0,5.9,1.5,40,29.1,58,69,28.2,15.8,19.2,15.3,10.4,8.9,2.1,0.1
SUJ-2172,Tecnología,Barranquilla,Posgrado,Franquicia,Casado,35,9,7,500,3.32,37.0,75,8.4,6.9,8.8,6.0,7.4,9.8,7.88,8.6,23,5.7,7.3,8.6,0,1,6.8,0.0,12,24.2,42,67,21.7,21.5,7.3,22.7,13.4,7.4,4.0,2.0
SUJ-2173,Tecnología,Cali,Técnico,Startup escalada,Unión libre,29,6,11,1333,1.0,54.6,47,5.2,6.0,8.4,4.6,6.1,5.5,5.97,5.7,23,5.9,7.8,8.0,2,1,5.9,1.3,4,25.7,53,59,29.6,14.3,17.6,9.7,16.5,10.1,0.6,1.6
SUJ-2174,Servicios,Medellín,Posgrado,Franquicia,Soltero,39,1,8,12888,2.81,16.4,84,7.6,5.4,6.3,6.2,10.0,9.3,7.47,7.3,33,3.9,6.2,7.4,1,1,5.7,3.0,2,14.1,46,64,32.4,15.1,16.9,9.1,12.8,9.4,2.7,1.6
SUJ-2175,Finanzas,Monterrey,Posgrado,Empresa propia,Soltero,17,4,10,15738,1.61,33.3,66,9.5,4.2,8.2,2.9,7.1,6.7,6.43,7.0,27,6.1,9.2,7.4,1,2,5.5,0.0,2,22.8,53,58,27.0,17.3,21.7,19.1,11.2,0.8,1.3,1.6
SUJ-2176,Servicios,Lima,Universitario,Empresa propia,Casado,27,9,9,32258,1.0,4.0,73,6.9,7.2,6.6,6.9,8.4,5.8,6.97,6.1,28,7.4,8.1,6.9,0,3,5.9,1.4,2,14.1,37,60,30.3,27.4,12.7,6.7,7.1,6.2,7.3,2.3
SUJ-2177,Finanzas,Monterrey,Bachillerato,Startup escalada,Soltero,23,8,19,983,3.62,24.0,63,6.3,4.9,8.7,2.1,9.6,7.4,6.5,7.7,34,7.7,6.4,4.2,1,6,5.1,2.9,13,24.7,54,52,30.8,19.8,17.5,13.4,5.0,6.8,2.8,3.9
SUJ-2178,Manufactura,Santiago,Bachillerato,Empresa familiar,Soltero,26,4,3,5980,10.09,9.7,55,5.7,4.0,6.4,3.3,6.7,7.7,5.63,10.0,12,5.8,6.5,7.5,4,1,3.0,3.0,92,34.4,67,71,30.9,24.0,15.2,8.7,10.1,3.0,5.1,3.0
SUJ-2179,Manufactura,Bucaramanga,Bachillerato,Holding,Soltero,37,7,10,642,6.16,55.9,64,7.3,4.8,6.8,5.4,6.3,5.5,6.02,5.5,28,5.5,7.0,8.6,2,0,5.6,4.0,11,31.8,45,58,24.9,15.7,19.7,9.5,7.4,12.5,6.3,4.0
SUJ-2180,Retail/Comercio,Medellín,Maestría,Empresa propia,Soltero,17,7,9,1360,1.0,46.7,68,8.7,6.9,8.2,4.6,7.7,5.1,6.87,9.9,7,4.6,9.0,10.0,0,1,5.1,4.8,6,26.0,42,57,23.4,19.8,11.9,13.6,15.9,11.1,1.6,2.7
SUJ-2181,Finanzas,Lima,Universitario,Empresa familiar,Soltero,22,9,11,1534,1.96,50.6,71,6.0,7.1,8.5,5.7,8.3,7.5,7.18,6.7,4,6.3,7.8,9.9,3,0,4.2,1.0,4,27.1,39,55,32.4,2.7,17.8,17.5,15.5,6.3,4.9,2.9
SUJ-2182,Tecnología,Santiago,Maestría,Holding,Soltero,21,14,12,523,3.61,47.3,64,7.4,6.2,6.1,6.9,6.3,9.1,7.0,10.0,16,8.3,6.9,7.0,2,2,4.4,2.3,1,24.3,59,68,16.0,28.5,7.7,22.6,9.8,2.5,10.6,2.3
SUJ-2183,Tecnología,Buenos Aires,Universitario,Startup escalada,Casado,22,1,7,17877,2.71,44.2,70,7.7,5.5,7.2,3.5,7.5,7.2,6.43,6.9,19,8.1,6.9,9.0,1,5,4.4,0.0,7,18.8,53,61,17.4,37.8,6.3,11.4,16.4,5.2,4.2,1.3
SUJ-2184,Finanzas,Barranquilla,Universitario,Startup escalada,Casado,17,11,22,1080,11.51,49.6,67,5.3,4.8,6.0,5.6,6.8,6.0,5.75,7.3,4,7.1,8.4,9.7,1,1,5.3,1.9,20,39.4,61,58,29.5,22.8,14.1,10.2,13.1,8.0,2.3,0.0
SUJ-2185,Manufactura,Monterrey,Posgrado,Empresa propia,Soltero,33,8,13,7939,11.14,16.8,53,7.7,4.1,6.0,2.3,8.8,7.3,6.03,3.6,14,6.8,6.8,9.9,0,1,4.5,2.5,13,30.7,53,66,18.1,21.7,14.3,17.6,15.2,7.9,2.7,2.5
SUJ-2186,Agroindustria,São Paulo,Maestría,Franquicia,Soltero,33,3,5,7862,1.27,11.2,71,7.6,5.0,8.4,5.3,6.6,7.0,6.65,9.5,18,6.4,9.6,7.5,0,3,4.9,1.7,74,22.6,50,67,28.6,13.0,17.3,21.0,6.2,10.0,2.2,1.7
SUJ-2187,Servicios,Buenos Aires,Universitario,Empresa propia,Soltero,29,7,18,1771,4.59,28.9,71,8.3,5.7,9.3,4.7,7.4,6.6,7.0,6.8,14,3.7,6.4,7.0,4,2,4.7,6.6,10,24.3,33,68,22.3,21.8,11.0,23.1,4.4,10.4,5.7,1.3
SUJ-2188,Inmuebles,Lima,Técnico,Empresa propia,Soltero,17,12,21,51558,1.85,17.6,62,4.1,5.6,3.9,3.1,5.6,7.2,4.92,6.4,32,8.6,6.9,8.3,1,2,3.7,5.6,57,21.8,65,64,35.9,17.2,21.6,11.0,10.8,2.6,0.0,0.9
SUJ-2189,Inmuebles,Santiago,Posgrado,Startup escalada,Casado,27,13,16,3413,6.12,4.0,84,10.0,8.0,9.7,8.2,8.3,9.5,8.95,8.9,30,7.7,7.4,6.6,1,3,5.5,4.4,6,22.3,31,58,23.8,13.0,13.1,17.9,11.4,12.2,3.4,5.2
SUJ-2190,Manufactura,Caracas,Universitario,Startup escalada,Unión libre,31,3,10,18838,4.61,16.6,71,9.9,6.2,8.2,6.0,7.8,5.3,7.23,10.0,20,3.1,8.6,7.4,0,0,5.3,0.0,49,31.3,51,74,27.9,17.9,20.0,15.8,9.8,2.4,4.3,1.9
SUJ-2191,Finanzas,Bucaramanga,Universitario,Holding,Casado,28,3,13,23696,22.96,68.4,76,7.9,6.3,5.9,7.7,9.1,8.2,7.52,8.8,28,5.6,9.1,7.4,1,2,3.9,2.1,52,45.0,33,72,19.3,21.5,15.7,12.4,11.8,13.6,2.1,3.6
SUJ-2192,Servicios,Caracas,Posgrado,Franquicia,Casado,25,2,5,23805,5.19,4.0,59,5.6,7.5,4.0,3.8,7.9,4.9,5.62,5.4,24,4.3,6.3,6.7,1,2,7.2,3.1,8,25.9,56,64,21.4,26.8,12.8,18.5,11.6,4.0,4.2,0.7
SUJ-2193,Manufactura,Monterrey,Universitario,Empresa propia,Soltero,34,8,14,11181,3.33,7.5,62,3.7,1.0,6.5,6.4,6.7,5.3,4.93,6.7,5,10.0,8.0,9.3,0,2,5.7,3.3,21,28.8,47,67,16.0,21.7,21.1,19.6,6.5,5.5,6.6,3.0
SUJ-2194,Manufactura,São Paulo,Posgrado,Empresa propia,Soltero,21,8,13,2342,2.43,15.9,67,5.5,6.7,6.7,6.0,8.1,7.8,6.8,4.5,34,3.3,8.6,6.7,1,1,5.1,2.5,18,21.2,47,49,22.4,23.0,11.3,13.4,11.1,8.9,9.0,0.9
